host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_listings_count,host_response_rate,host_response_time,host_total_listings_count,instant_bookable,is_business_travel_ready,is_location_exact,no_guest_requirement
1,1,0,0,8,1,within an hour,8,1,t,1,0
1,1,1,1,2,0.9,within a few hours,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,3,1,within a few hours,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,f,0,0
1,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,3,0.96,within an hour,3,0,t,1,0
1,1,1,0,9,0.88,within an hour,9,0,t,1,0
1,1,0,0,2,0.67,within a few hours,2,1,f,0,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
0.75,1,1,0,4,1,within an hour,4,0,f,0,0
1,1,0,1,2,1,within an hour,2,1,f,0,0
1,1,0,1,2,0.9,within an hour,2,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.9,within a few hours,1,0,t,1,0
0.86,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,2,0.96,within an hour,2,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,0,0,26,0.54,within a day,26,0,t,1,0
1,1,1,0,1,0.8,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.7,within a day,1,0,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,0.67,within a day,2,0,t,1,0
1,1,1,0,5,1,within a day,5,1,t,1,0
1,1,0,0,758,1,within an hour,758,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,27,0.99,within a few hours,27,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,0.67,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,1,t,1,0
1,1,0,1,5,1,within an hour,5,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,9,1,within an hour,9,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,3,0.98,within an hour,3,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,1
1,1,1,1,1,0.9,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,27,1,within an hour,27,0,t,1,0
0,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,1,within a few hours,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,9,1,within an hour,9,1,f,0,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
1,1,1,1,5,1,within a few hours,5,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
0.8,1,0,0,1,0.57,within a day,1,0,f,0,1
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
0.99,1,1,0,26,1,within an hour,26,1,t,1,0
1,1,1,0,14,1,within an hour,14,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,28,0.94,within an hour,28,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,14,0.65,within a day,14,0,t,1,0
1,1,0,1,44,0.99,within an hour,44,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,0.98,within an hour,3,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,2,0.5,within a day,2,1,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,0,0,4,0.92,within a few hours,4,1,f,0,0
1,1,1,0,6,1,within an hour,6,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,f,0,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.9,within a day,1,0,t,1,0
1,1,0,0,1,0.64,within an hour,1,1,t,1,0
1,1,0,0,1,0.25,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
0.8,1,1,0,3,0.8,within a day,3,0,t,1,0
1,1,1,0,10,0.92,within an hour,10,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,1,0,4,1,within an hour,4,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.9,within a day,1,0,t,1,0
1,1,1,1,6,1,within an hour,6,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,10,1,within an hour,10,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
0.51,1,1,0,1,0.86,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,3,0.95,within a few hours,3,0,t,1,0
1,1,1,0,8,1,within an hour,8,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,4,1,within an hour,4,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,0,1,0.9,within a few hours,1,1,f,0,0
1,1,1,1,6,1,within an hour,6,1,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,1
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.8,within a few hours,1,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,7,1,within an hour,7,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,4,1,within an hour,4,0,t,1,0
1,1,1,1,2,0.93,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,2,1,within a day,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
0.98,1,1,0,62,0.99,within an hour,62,1,f,0,1
1,1,1,0,1,0.67,within a day,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,0.25,a few days or more,1,0,t,1,0
1,1,1,0,5,0,a few days or more,5,1,t,1,0
1,1,1,1,2,0.98,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,0,1,7,1,within an hour,7,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,20,1,within an hour,20,1,t,1,0
1,1,1,0,7,0.95,within an hour,7,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,2,0.72,within a day,2,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,4,0.95,within a few hours,4,0,f,0,0
1,1,0,0,3,0.9,within a day,3,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,f,0,0
1,1,1,0,16,1,within an hour,16,1,t,1,0
1,1,0,0,3,0.8,within a day,3,0,f,0,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
0.94,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.7,within a day,1,0,t,1,0
1,1,0,0,2,1,within a few hours,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,1,f,0,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,4,1,within an hour,4,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,7,0.86,within an hour,7,1,f,0,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,9,1,within an hour,9,1,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,3,1,within an hour,3,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,0.71,within a day,1,1,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,4,1,within an hour,4,0,t,1,0
1,1,0,0,2,0.8,within a few hours,2,0,t,1,0
1,1,1,0,2,0.96,within an hour,2,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.67,within a day,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within a day,1,1,t,1,0
1,1,1,1,1,1,within a few hours,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,4,0.97,within an hour,4,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,9,0.99,within an hour,9,1,t,1,0
1,1,0,0,13,0.88,within an hour,13,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
0.76,1,0,0,5,0.99,within a few hours,5,0,t,1,0
1,1,1,0,16,1,within an hour,16,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
0.99,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,1,1,6,1,within an hour,6,1,t,1,0
1,1,1,1,9,1,within an hour,9,0,f,0,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,0.92,within an hour,1,0,t,1,0
1,1,1,0,2,0.4,a few days or more,2,1,t,1,0
1,1,0,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,1,0.8,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,0,1,1,1,within a few hours,1,0,f,0,0
1,1,0,1,8,1,within an hour,8,0,t,1,0
1,1,1,0,1,0.71,within a day,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,8,1,within an hour,8,0,t,1,0
1,1,0,0,3,0.9,within an hour,3,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,0.88,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
0.5,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,f,0,0
1,1,0,1,1,1,within an hour,1,0,f,0,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,1,1,5,1,within an hour,5,0,f,0,0
1,1,0,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,0,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,11,1,within an hour,11,1,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.5,within a day,1,0,t,1,0
1,1,1,0,3,1,within a day,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
0.88,1,0,0,2,1,within a few hours,2,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,4,0.91,within a day,4,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,552,0.99,within an hour,552,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,3,1,within an hour,3,1,t,1,0
1,1,1,1,1,1,within a day,1,0,t,1,0
1,1,0,0,3,0.88,within a day,3,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,8,1,within an hour,8,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,0.8,within a day,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
0.91,1,1,0,6,0.96,within a few hours,6,0,t,1,0
1,1,1,0,1,0.78,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,5,1,within an hour,5,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,38,0.99,within an hour,38,1,t,1,0
1,1,0,0,1,1,within a day,1,0,t,1,0
0.63,1,1,0,2,0.95,within a few hours,2,0,f,0,0
1,1,1,0,9,1,within an hour,9,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,7,0.99,within an hour,7,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,5,1,within an hour,5,0,f,0,0
1,1,1,0,6,1,within an hour,6,1,f,0,0
1,1,1,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,1,1,1,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a few hours,1,0,f,0,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,0,a few days or more,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,8,1,within an hour,8,0,t,1,0
1,1,1,0,3,0.96,within an hour,3,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,f,0,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,12,1,within an hour,12,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,1,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,0,3,0.97,within an hour,3,1,t,1,0
1,1,0,1,1,1,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
0.94,1,1,0,8,1,within a few hours,8,0,t,1,0
1,1,1,0,1,0.9,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,1,3,1,within an hour,3,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,1,0,1,0.5,within a day,1,1,t,1,0
1,0,0,0,4,0.98,within an hour,4,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,1,t,1,0
1,1,1,1,2,1,within a few hours,2,0,f,0,0
1,1,1,0,1,0.67,within a day,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,f,0,0
1,1,1,1,1,0.8,within a day,1,0,f,0,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,5,1,within an hour,5,1,t,1,0
1,1,1,0,1,0.94,within an hour,1,1,f,0,0
1,1,0,1,1,1,within a few hours,1,0,t,1,0
1,1,0,1,2,1,within an hour,2,0,t,1,0
0.94,1,1,0,6,1,within an hour,6,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,1,within an hour,2,0,f,0,0
1,1,1,0,479,1,within an hour,479,1,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,1,7,1,within an hour,7,1,t,1,0
1,1,0,0,1,1,within a few hours,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,0,f,0,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,1,t,1,0
1,1,1,0,1,0.8,within a day,1,0,t,1,0
1,1,1,0,1,0.9,within a few hours,1,0,t,1,0
1,1,1,0,2,1,within a day,2,0,t,1,0
1,1,1,0,1,0.89,within a day,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a day,1,0,t,1,0
1,1,1,0,1,0.9,within an hour,1,0,t,1,0
1,1,0,0,85,1,within an hour,85,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,982,1,within a few hours,982,0,t,1,0
1,1,1,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,0,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,1,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,0.96,within an hour,1,0,f,0,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,1,1,1,1,within an hour,1,1,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within a few hours,2,1,f,0,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,4,1,within an hour,4,1,t,1,0
0.8,1,1,0,11,0.99,within an hour,11,0,f,0,0
1,1,1,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,12,1,within an hour,12,1,t,1,0
1,1,0,0,2,0.96,within an hour,2,0,f,0,0
1,1,1,1,2,1,within an hour,2,1,t,1,0
1,1,0,0,2,1,within an hour,2,1,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,1,1,within an hour,1,0,f,0,0
1,1,0,0,1,1,within a day,1,1,t,1,0
1,1,0,0,1,0.9,within a day,1,0,t,1,0
1,1,0,0,25,0.91,within an hour,25,1,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,7,0.71,within a day,7,0,t,1,0
1,1,0,0,2,0.6,within a day,2,0,t,1,0
1,1,1,0,3,0.4,a few days or more,3,0,t,1,0
1,1,0,0,2,0.77,within a few hours,2,1,f,0,0
1,1,0,0,2,1,within a few hours,2,1,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,1,3,1,within an hour,3,1,t,1,0
1,1,1,0,2,0.96,within an hour,2,0,t,1,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,2,0.83,within a few hours,2,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,2,1,within a day,2,0,f,0,0
1,1,1,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,1,0,0,1,0.96,within an hour,1,0,t,1,0
1,1,1,0,1,1,within a few hours,1,0,t,1,0
1,1,1,0,6,1,within an hour,6,1,t,1,0
1,1,0,1,6,1,within an hour,6,1,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,3,0.67,within a day,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,1,0.76,within a few hours,1,0,f,0,0
1,1,1,1,1,1,within an hour,1,0,t,1,0
1,1,0,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,53,1,within an hour,53,1,f,0,0
0.67,1,1,0,2,1,within an hour,2,0,t,1,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,0,0,1,1,within an hour,1,1,f,0,0
1,1,1,0,1,0.9,within a few hours,1,0,t,1,0
1,1,1,1,4,1,within an hour,4,0,t,1,0
1,1,1,1,1,1,within a few hours,1,0,t,1,0
1,0,0,0,1,1,within a few hours,1,0,t,1,0
1,1,1,1,2,1,within an hour,2,0,t,1,0
1,1,1,1,8,1,within an hour,8,0,f,0,0
1,1,1,0,3,1,within an hour,3,0,t,1,0
1,1,1,0,1,1,within an hour,1,0,t,1,0
1,1,1,0,2,0.8,within an hour,2,0,t,1,0
1,1,1,1,1,1,within a day,1,0,t,1,0
